region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
3.000,7.000,40.000,0.000,9.000,33.000,4.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,2.800,0.000,0.000,0.000,0.000,16.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.030,,,,,3.497,1.000,0.000
3.000,72.000,66.000,0.000,30.000,460.000,4.000,41.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,89.400,0.000,46.550,18.750,0.000,6353.900,0.000,3411.200,1245.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,4.493,,3.841,2.931,,6.131,4.000,0.000
1.000,35.000,43.000,0.000,12.000,224.000,3.000,17.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,7.700,0.000,0.000,9.500,0.000,271.550,0.000,0.000,330.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.041,,,2.251,,5.412,1.000,0.000
1.000,24.000,39.000,0.000,2.000,122.000,4.000,12.000,0.000,0.000,3.000,1.000,0.000,1.000,1.000,4.450,26.250,0.000,9.750,35.900,98.350,625.950,0.000,210.000,844.950,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.493,3.268,,2.277,3.581,4.804,4.000,0.000
1.000,64.000,24.000,1.000,0.000,23.000,3.000,1.000,0.000,1.000,5.000,0.000,1.000,0.000,0.000,7.000,0.000,35.550,0.000,0.000,394.600,0.000,2182.400,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.946,,3.571,,,3.135,2.000,0.000
2.000,63.000,63.000,1.000,19.000,191.000,3.000,27.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,12.700,0.000,0.000,7.000,0.000,782.450,0.000,0.000,435.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.542,,,1.946,,5.252,2.000,0.000
1.000,38.000,31.000,1.000,7.000,187.000,4.000,6.000,0.000,0.000,3.000,1.000,0.000,1.000,1.000,12.650,21.250,0.000,34.000,47.850,448.750,834.000,0.000,1165.000,1801.750,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.538,3.056,,3.526,3.868,5.231,4.000,1.000
2.000,29.000,37.000,1.000,9.000,119.000,3.000,12.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,4.600,0.000,0.000,0.000,0.000,138.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.526,,,,,4.779,1.000,0.000
1.000,72.000,69.000,1.000,49.000,44.000,2.000,44.000,1.000,1.000,2.000,0.000,0.000,1.000,0.000,99.950,0.000,0.000,12.500,0.000,7257.600,0.000,0.000,875.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,4.605,,,2.526,,3.784,3.000,0.000
1.000,10.000,27.000,1.000,2.000,15.000,3.000,2.000,0.000,1.000,2.000,1.000,1.000,1.000,1.000,7.500,12.750,48.650,7.500,39.500,66.450,154.900,442.150,60.000,377.350,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.015,2.546,3.885,2.015,3.676,2.708,4.000,1.000
3.000,72.000,64.000,0.000,41.000,674.000,4.000,37.000,0.000,1.000,1.000,1.000,0.000,1.000,1.000,49.600,32.750,0.000,48.750,60.150,3535.800,2378.150,0.000,3465.000,4366.200,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,3.904,3.489,,3.887,4.097,6.513,3.000,0.000
3.000,52.000,23.000,1.000,4.000,33.000,4.000,0.000,0.000,1.000,2.000,1.000,0.000,1.000,0.000,13.100,18.250,0.000,18.750,0.000,757.800,945.150,0.000,920.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.573,2.904,,2.931,,3.497,3.000,0.000
3.000,13.000,55.000,0.000,3.000,250.000,2.000,35.000,0.000,1.000,2.000,0.000,0.000,0.000,0.000,4.100,0.000,0.000,0.000,0.000,50.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.411,,,,,5.521,1.000,0.000
1.000,3.000,33.000,0.000,6.000,64.000,4.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,2.150,0.000,20.750,0.000,0.000,6.000,0.000,53.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.765,,3.033,,,4.159,1.000,1.000
3.000,39.000,24.000,1.000,2.000,26.000,2.000,4.000,0.000,0.000,4.000,0.000,0.000,1.000,0.000,10.400,0.000,0.000,12.500,0.000,403.500,0.000,0.000,480.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.342,,,2.526,,3.258,1.000,1.000
2.000,28.000,29.000,0.000,4.000,23.000,3.000,5.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,3.700,0.000,0.000,0.000,0.000,91.950,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.308,,,,,3.135,2.000,0.000
2.000,46.000,42.000,0.000,9.000,52.000,4.000,7.000,0.000,0.000,3.000,0.000,0.000,1.000,0.000,14.250,0.000,0.000,21.000,0.000,611.650,0.000,0.000,985.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.657,,,3.045,,3.951,2.000,0.000
2.000,62.000,46.000,0.000,27.000,200.000,3.000,9.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,26.250,0.000,0.000,74.000,0.000,1625.350,0.000,0.000,4590.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.268,,,4.304,,5.298,1.000,0.000
2.000,23.000,33.000,1.000,7.000,28.000,1.000,4.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,6.900,0.000,0.000,14.000,0.000,177.400,0.000,0.000,340.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,1.932,,,2.639,,3.332,3.000,0.000
3.000,23.000,25.000,1.000,5.000,19.000,5.000,0.000,0.000,0.000,3.000,1.000,1.000,0.000,0.000,6.950,25.000,36.700,0.000,0.000,157.100,562.200,829.100,0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.939,3.219,3.603,,,2.944,4.000,1.000
2.000,72.000,61.000,1.000,39.000,76.000,3.000,21.000,0.000,0.000,2.000,1.000,1.000,1.000,1.000,54.800,67.250,51.350,69.500,55.500,3983.600,4905.850,3761.800,4975.000,4097.700,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,4.004,4.208,3.939,4.241,4.016,4.331,4.000,0.000
3.000,56.000,60.000,0.000,26.000,70.000,2.000,20.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,7.750,0.000,29.300,0.000,26.150,397.150,0.000,1638.200,0.000,1340.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.048,,3.378,,3.264,4.248,1.000,0.000
1.000,8.000,30.000,0.000,1.000,34.000,2.000,9.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,4.250,0.000,0.000,13.250,0.000,28.650,0.000,0.000,75.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.447,,,2.584,,3.526,3.000,0.000
3.000,3.000,36.000,0.000,7.000,34.000,5.000,3.000,0.000,1.000,3.000,1.000,1.000,0.000,0.000,2.700,13.000,24.000,0.000,0.000,7.000,35.650,55.900,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.993,2.565,3.178,,,3.526,4.000,0.000
3.000,37.000,37.000,0.000,7.000,172.000,3.000,13.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,6.850,0.000,0.000,0.000,0.000,258.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.924,,,,,5.147,1.000,0.000
3.000,37.000,53.000,1.000,13.000,48.000,1.000,10.000,0.000,0.000,3.000,1.000,0.000,1.000,0.000,12.550,23.500,0.000,10.250,0.000,439.550,876.050,0.000,350.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.530,3.157,,2.327,,3.871,3.000,0.000
2.000,6.000,30.000,0.000,9.000,45.000,2.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.350,0.000,0.000,0.000,0.000,9.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,,,,,3.807,1.000,1.000
1.000,48.000,47.000,0.000,9.000,72.000,3.000,13.000,0.000,0.000,5.000,1.000,0.000,1.000,1.000,15.300,28.500,0.000,16.000,32.550,732.350,1352.100,0.000,790.000,1559.100,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.728,3.350,,2.773,3.483,4.277,4.000,1.000
2.000,43.000,43.000,1.000,3.000,55.000,4.000,18.000,0.000,1.000,4.000,1.000,1.000,1.000,1.000,9.100,40.750,48.400,16.000,50.600,422.700,1802.500,1976.650,675.000,2244.800,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,2.208,3.707,3.879,2.773,3.924,4.007,4.000,0.000
2.000,21.000,29.000,0.000,7.000,40.000,4.000,2.000,0.000,1.000,4.000,1.000,1.000,1.000,1.000,4.500,17.000,36.200,19.250,33.400,89.100,386.800,772.300,395.000,653.900,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.504,2.833,3.589,2.958,3.509,3.689,1.000,0.000
3.000,6.000,33.000,0.000,12.000,26.000,3.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,6.100,18.750,0.000,24.250,22.800,35.100,131.100,0.000,125.000,121.750,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.808,2.931,,3.188,3.127,3.258,3.000,1.000
2.000,69.000,51.000,0.000,18.000,96.000,1.000,33.000,0.000,0.000,4.000,1.000,0.000,1.000,0.000,33.950,87.000,0.000,33.500,0.000,2338.800,5916.000,0.000,2180.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,3.525,4.466,,3.512,,4.564,3.000,0.000
1.000,22.000,33.000,0.000,9.000,54.000,1.000,10.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,11.050,22.250,0.000,18.750,0.000,246.700,504.400,0.000,370.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.402,3.102,,2.931,,3.989,3.000,0.000
1.000,28.000,40.000,1.000,1.000,47.000,2.000,9.000,0.000,1.000,3.000,1.000,0.000,1.000,0.000,8.100,29.500,0.000,28.500,0.000,224.250,774.750,0.000,730.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.092,3.384,,3.350,,3.850,3.000,0.000
1.000,71.000,47.000,1.000,23.000,142.000,1.000,30.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,32.200,0.000,0.000,82.250,0.000,2237.350,0.000,0.000,5520.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.472,,,4.410,,4.956,2.000,0.000
2.000,7.000,37.000,0.000,5.000,57.000,4.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,3.800,0.000,0.000,0.000,0.000,23.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.335,,,,,4.043,1.000,0.000
1.000,63.000,29.000,0.000,10.000,20.000,3.000,7.000,0.000,0.000,2.000,1.000,1.000,1.000,1.000,13.300,31.000,62.350,10.000,96.250,867.900,1944.450,3778.750,640.000,6132.200,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.588,3.434,4.133,2.303,4.567,2.996,4.000,0.000
2.000,53.000,57.000,0.000,25.000,37.000,1.000,7.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,7.700,0.000,0.000,9.250,0.000,363.950,0.000,0.000,465.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.041,,,2.225,,3.611,2.000,0.000
2.000,50.000,52.000,1.000,17.000,36.000,4.000,16.000,0.000,0.000,4.000,1.000,0.000,1.000,1.000,11.950,55.000,0.000,48.000,85.850,616.250,2662.100,0.000,2330.000,4118.600,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,2.481,4.007,,3.871,4.453,3.584,4.000,0.000
2.000,39.000,31.000,1.000,6.000,24.000,4.000,2.000,0.000,0.000,2.000,0.000,1.000,1.000,0.000,13.900,0.000,33.300,16.500,0.000,505.550,0.000,1213.500,600.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,2.632,,3.506,2.803,,3.178,4.000,0.000
3.000,16.000,19.000,0.000,0.000,21.000,2.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,5.250,0.000,0.000,0.000,0.000,70.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.658,,,,,3.045,1.000,0.000
3.000,43.000,51.000,1.000,15.000,186.000,3.000,25.000,0.000,0.000,2.000,1.000,0.000,1.000,1.000,18.900,59.750,0.000,20.250,59.150,856.300,2522.950,0.000,885.000,2525.100,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.939,4.090,,3.008,4.080,5.226,4.000,0.000
3.000,44.000,31.000,0.000,12.000,30.000,1.000,7.000,0.000,1.000,3.000,0.000,0.000,1.000,0.000,8.000,0.000,0.000,13.000,0.000,317.900,0.000,0.000,530.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.079,,,2.565,,3.401,1.000,0.000
2.000,72.000,66.000,1.000,43.000,96.000,2.000,16.000,0.000,1.000,2.000,1.000,0.000,1.000,1.000,35.150,34.750,0.000,21.500,50.700,2537.650,2557.750,0.000,1440.000,3571.450,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,3.560,3.548,,3.068,3.926,4.564,4.000,0.000
3.000,61.000,76.000,0.000,39.000,15.000,1.000,29.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,18.600,52.750,0.000,24.000,0.000,1168.450,3257.700,0.000,1415.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.923,3.966,,3.178,,2.708,3.000,0.000
3.000,43.000,21.000,1.000,1.000,25.000,1.000,4.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,7.600,0.000,0.000,0.000,0.000,334.450,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,2.028,,,,,3.219,2.000,1.000
3.000,24.000,39.000,0.000,11.000,49.000,3.000,7.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,7.450,0.000,30.900,0.000,0.000,177.200,0.000,657.250,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.008,,3.431,,,3.892,1.000,0.000
3.000,64.000,45.000,0.000,4.000,38.000,2.000,7.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,13.750,22.750,0.000,10.250,0.000,918.000,1447.400,0.000,610.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,2.621,3.125,,2.327,,3.638,3.000,1.000
2.000,64.000,38.000,0.000,0.000,29.000,2.000,2.000,0.000,0.000,2.000,1.000,0.000,1.000,0.000,17.500,15.500,0.000,16.750,0.000,1114.450,1141.550,0.000,1010.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.862,2.741,,2.818,,3.367,2.000,0.000
1.000,24.000,26.000,0.000,7.000,55.000,2.000,7.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,7.600,0.000,0.000,0.000,0.000,175.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,2.028,,,,,4.007,1.000,0.000
3.000,33.000,55.000,1.000,21.000,64.000,3.000,10.000,0.000,1.000,3.000,1.000,0.000,1.000,0.000,5.150,14.500,0.000,24.750,0.000,163.050,494.550,0.000,775.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.639,2.674,,3.209,,4.159,1.000,0.000
2.000,33.000,33.000,1.000,12.000,42.000,4.000,7.000,0.000,1.000,5.000,0.000,1.000,1.000,1.000,8.800,0.000,30.950,23.000,23.350,305.750,0.000,1019.150,730.000,665.350,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.175,,3.432,3.135,3.151,3.738,2.000,0.000
1.000,2.000,40.000,0.000,9.000,134.000,4.000,2.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,3.900,0.000,23.800,0.000,0.000,4.600,0.000,26.450,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.361,,3.170,,,4.898,1.000,0.000
2.000,42.000,48.000,1.000,22.000,82.000,1.000,21.000,0.000,1.000,5.000,1.000,0.000,1.000,0.000,9.300,25.000,0.000,17.000,0.000,459.000,1006.900,0.000,750.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,1.000,2.230,3.219,,2.833,,4.407,4.000,0.000
1.000,52.000,54.000,1.000,5.000,153.000,5.000,10.000,0.000,0.000,2.000,0.000,1.000,0.000,1.000,11.050,0.000,36.300,0.000,30.150,555.850,0.000,1816.650,0.000,1525.150,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,2.402,,3.592,,3.406,5.030,2.000,1.000
1.000,45.000,66.000,0.000,43.000,144.000,2.000,13.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,7.750,0.000,0.000,13.000,0.000,338.800,0.000,0.000,565.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.048,,,2.565,,4.970,2.000,0.000
3.000,3.000,25.000,0.000,4.000,22.000,4.000,0.000,0.000,0.000,2.000,0.000,1.000,1.000,0.000,2.850,0.000,28.250,19.500,0.000,7.500,0.000,48.000,30.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.047,,3.341,2.970,,3.091,4.000,1.000
2.000,37.000,53.000,1.000,16.000,35.000,1.000,16.000,0.000,1.000,4.000,0.000,0.000,0.000,0.000,21.300,0.000,0.000,0.000,0.000,788.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,3.059,,,,,3.555,3.000,0.000
2.000,28.000,57.000,0.000,33.000,82.000,4.000,22.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,4.050,0.000,31.450,0.000,0.000,71.500,0.000,858.150,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.399,,3.448,,,4.407,2.000,1.000
3.000,40.000,63.000,1.000,9.000,61.000,1.000,22.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,10.900,0.000,0.000,41.000,0.000,470.900,0.000,0.000,1635.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.389,,,3.714,,4.111,1.000,0.000
2.000,37.000,33.000,0.000,1.000,102.000,2.000,12.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,16.300,0.000,33.350,10.250,37.900,646.700,0.000,1108.050,360.000,1330.600,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,2.791,,3.507,2.327,3.635,4.625,4.000,0.000
3.000,7.000,27.000,0.000,5.000,31.000,3.000,4.000,0.000,0.000,5.000,1.000,1.000,0.000,1.000,4.150,15.000,46.050,0.000,41.850,30.800,96.600,271.750,0.000,235.550,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,1.423,2.708,3.830,,3.734,3.434,4.000,1.000
1.000,71.000,56.000,0.000,23.000,170.000,1.000,30.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,14.200,27.000,0.000,30.000,0.000,1001.200,1840.650,0.000,2140.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,2.653,3.296,,3.401,,5.136,4.000,0.000
2.000,19.000,46.000,0.000,11.000,26.000,2.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,6.050,0.000,0.000,5.000,0.000,121.700,0.000,0.000,90.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.800,,,1.609,,3.258,1.000,0.000
2.000,61.000,40.000,0.000,15.000,85.000,3.000,15.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,13.650,29.250,0.000,22.750,0.000,831.150,1823.600,0.000,1310.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,2.614,3.376,,3.125,,4.443,3.000,0.000
3.000,70.000,53.000,1.000,16.000,183.000,2.000,35.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,32.900,0.000,0.000,15.000,0.000,2234.900,0.000,0.000,1085.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.493,,,2.708,,5.209,2.000,0.000
2.000,60.000,55.000,1.000,13.000,67.000,1.000,18.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,10.750,0.000,0.000,14.750,0.000,697.700,0.000,0.000,925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.375,,,2.691,,4.205,1.000,0.000
3.000,48.000,45.000,1.000,5.000,42.000,1.000,11.000,0.000,1.000,2.000,0.000,0.000,0.000,0.000,9.250,0.000,0.000,0.000,0.000,435.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,2.225,,,,,3.738,1.000,0.000
1.000,8.000,63.000,1.000,1.000,31.000,1.000,9.000,0.000,0.000,2.000,1.000,0.000,1.000,0.000,2.250,13.750,0.000,11.250,0.000,16.800,102.550,0.000,80.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.811,2.621,,2.420,,3.434,3.000,0.000
2.000,58.000,58.000,1.000,10.000,96.000,2.000,17.000,0.000,0.000,4.000,1.000,0.000,0.000,0.000,12.500,23.000,0.000,0.000,0.000,710.800,1345.950,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,2.526,3.135,,,,4.564,3.000,0.000
1.000,16.000,24.000,1.000,5.000,24.000,3.000,2.000,0.000,0.000,5.000,0.000,0.000,1.000,0.000,9.400,0.000,0.000,14.750,0.000,124.200,0.000,0.000,215.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,2.241,,,2.691,,3.178,3.000,0.000
2.000,33.000,33.000,0.000,4.000,53.000,2.000,14.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,5.050,0.000,0.000,0.000,0.000,145.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.619,,,,,3.970,1.000,0.000
2.000,39.000,25.000,0.000,4.000,18.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,6.750,0.000,0.000,0.000,0.000,242.700,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.910,,,,,2.890,3.000,0.000
1.000,62.000,51.000,0.000,10.000,43.000,4.000,19.000,0.000,0.000,2.000,0.000,1.000,1.000,1.000,27.150,0.000,42.700,17.000,41.150,1632.400,0.000,2583.850,1015.000,2521.050,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,3.301,,3.754,2.833,3.717,3.761,2.000,0.000
1.000,50.000,34.000,0.000,10.000,104.000,3.000,9.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,27.500,21.750,52.100,20.250,47.900,1444.450,1219.550,2568.400,960.000,2368.400,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.314,3.080,3.953,3.008,3.869,4.644,4.000,0.000
2.000,48.000,55.000,0.000,31.000,26.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,12.150,0.000,0.000,0.000,0.000,606.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.497,,,,,3.258,1.000,0.000
3.000,31.000,62.000,0.000,5.000,56.000,2.000,26.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,4.300,22.250,0.000,13.750,0.000,123.500,744.450,0.000,435.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,1.459,3.102,,2.621,,4.025,3.000,0.000
2.000,65.000,33.000,1.000,9.000,49.000,2.000,6.000,0.000,0.000,5.000,1.000,0.000,1.000,0.000,42.900,17.250,0.000,17.500,0.000,2706.800,1094.100,0.000,1190.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,3.759,2.848,,2.862,,3.892,2.000,0.000
1.000,36.000,58.000,0.000,34.000,80.000,1.000,21.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,8.500,0.000,0.000,8.500,0.000,298.250,0.000,0.000,260.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,2.140,,,2.140,,4.382,2.000,0.000
1.000,61.000,46.000,0.000,5.000,318.000,3.000,18.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,28.900,39.250,0.000,84.750,0.000,1796.700,2442.750,0.000,5115.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,3.364,3.670,,4.440,,5.762,3.000,0.000
2.000,48.000,42.000,0.000,21.000,35.000,4.000,5.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,12.900,0.000,0.000,0.000,0.000,589.350,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,2.557,,,,,3.555,3.000,0.000
3.000,35.000,45.000,0.000,17.000,29.000,1.000,6.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,8.400,0.000,0.000,0.000,0.000,300.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.128,,,,,3.367,1.000,0.000
1.000,51.000,28.000,0.000,8.000,43.000,5.000,1.000,0.000,0.000,5.000,1.000,1.000,1.000,1.000,11.150,35.000,77.700,20.000,80.350,623.000,1920.500,3925.500,955.000,4059.900,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.411,3.555,4.353,2.996,4.386,3.761,4.000,0.000
2.000,49.000,51.000,1.000,5.000,80.000,5.000,3.000,0.000,0.000,2.000,0.000,1.000,1.000,1.000,5.750,0.000,51.750,36.000,36.700,285.400,0.000,2435.350,1810.000,1679.450,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.749,,3.946,3.584,3.603,4.382,4.000,1.000
1.000,35.000,39.000,1.000,11.000,30.000,3.000,2.000,0.000,1.000,3.000,1.000,0.000,0.000,0.000,6.850,27.750,0.000,0.000,0.000,224.850,929.950,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.924,3.323,,,,3.401,3.000,1.000
